   ,STATEMENT_ID,STATEMENT_DATE     ,DRIVER_ID,DRIVER_NAME ,ADDRESS_1  ,ADDRESS_2           ,CITY       ,PROVINCE,POSTAL_CODE,PMT_STATE,CURRENCY_CODE,LEG_DATE           ,PUNIT,DETAIL_LINE_ID,BILL_NUMBER,PAY_CODE  ,PAY_DESCRIPTION                              ,LEG_FROM_ZONE_DESC    ,LEG_TO_ZONE_DESC          ,FB_TOTAL_CHARGES,DED_RATE,TOTAL_PAY_AMT,ORIG_STMT,LOADED_MILES2
10 ,130412      ,2019-03-22 23:59:59,D9619    ,"HySG,  LLC",UNIT# D9619,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-CLINK  ,5E-SAT EQUIPMENT-C LINK-D9619                ,                      ,                          ,0.0             ,25.0    ,-25.0        ,130412   ,0.0
11 ,130412      ,2019-03-22 23:59:59,D9619    ,"HySG,  LLC",UNIT# D9619,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-DATALOG,5E-DATA LOGGER-D9618                         ,                      ,                          ,0.0             ,16.0    ,-16.0        ,130412   ,0.0
12 ,130412      ,2019-03-22 23:59:59,D9619    ,"HySG,  LLC",UNIT# D9619,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-INSLIAB,10E-TRUCK INS&LIAB-D9619                     ,                      ,                          ,0.0             ,143.22  ,-143.22      ,130412   ,0.0
13 ,130412      ,2019-03-22 23:59:59,D9619    ,"HySG,  LLC",UNIT# D9619,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-19 14:42:47,     ,0             ,           ,OO-MVFUNDS,1X-D9619-OFFSET EXPENSES Cancel: 44776       ,                      ,                          ,0.0             ,-187.57 ,187.57       ,130412   ,0.0
14 ,130403      ,2019-03-22 23:59:59,D9485    ,"HySG,  LLC",UNIT# D9485,221 E. BOLIVAR DRIVE,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-MGTFEE ,13E-PROGRAM FEE                              ,                      ,                          ,0.0             ,12.5    ,-12.5        ,130403   ,0.0
15 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-14 14:47:06,     ,277721        ,190307444.0,OO-FUEL   ,1X-190307444                                 ,                      ,                          ,0.0             ,743.85  ,-743.85      ,130777   ,0.0
16 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-13 07:50:44,     ,277243        ,190305662.0,OO-FUEL   ,1X-190305662                                 ,                      ,                          ,0.0             ,1121.85 ,-1121.85     ,130777   ,0.0
17 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-DOC    ,R7-PANTHER'S DIRECT OWNER COMPENSATION       ,                      ,                          ,0.0             ,-74.7   ,74.7         ,130777   ,0.0
18 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-M. COOPER                      ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130777   ,0.0
19 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-T. DYER                        ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130777   ,0.0
20 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-MGTFEE ,13E-PROGRAM FEE                              ,                      ,                          ,0.0             ,12.5    ,-12.5        ,130777   ,0.0
21 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-LLPROG ,2E-PANTHER LIMITED LIABILITY PROGRAM         ,                      ,                          ,0.0             ,7.5     ,-7.5         ,130777   ,0.0
22 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-SATELLI,5E-QC MESSAGING PLAN F                       ,                      ,                          ,0.0             ,15.0    ,-15.0        ,130777   ,0.0
23 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-PANNTL ,10E-PANTHER NTL                              ,                      ,                          ,0.0             ,15.4    ,-15.4        ,130777   ,0.0
24 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-INSLIAB,10E-TRUCK INS&LIAB-33409                     ,                      ,                          ,0.0             ,150.19  ,-150.19      ,130777   ,0.0
25 ,130777      ,2019-03-22 23:59:59,33409    ,"HySG,  LLC",UNIT# 33409,221 E. BOLIVAR DR.  ,BATON ROUGH,LA      ,70819      ,X        ,USD          ,2019-03-15 14:30:03,     ,278047        ,190307581.0,OO-FUEL   ,1X-190307581                                 ,                      ,                          ,0.0             ,655.42  ,-655.42      ,130777   ,0.0
26 ,130403      ,2019-03-22 23:59:59,D9485    ,"HySG,  LLC",UNIT# D9485,221 E. BOLIVAR DRIVE,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-BONUS  ,R7-FEDEX FLEET GROWTH BONUS-FEB19-D9485      ,                      ,                          ,0.0             ,-748.48 ,748.48       ,130403   ,0.0
27 ,130403      ,2019-03-22 23:59:59,D9485    ,"HySG,  LLC",UNIT# D9485,221 E. BOLIVAR DRIVE,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-13 07:40:32,     ,277226        ,29597292.0 ,OO-FUEL   ,1X-29597292                                  ,                      ,                          ,0.0             ,1750.0  ,-1750.0      ,130403   ,0.0
28 ,130403      ,2019-03-22 23:59:59,D9485    ,"HySG,  LLC",UNIT# D9485,221 E. BOLIVAR DRIVE,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-FUELTAX,9E-FUEL TAXES-FEB 2019                       ,                      ,                          ,0.0             ,58.32   ,-58.32       ,130403   ,0.0
29 ,130403      ,2019-03-22 23:59:59,D9485    ,"HySG,  LLC",UNIT# D9485,221 E. BOLIVAR DRIVE,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-Nina Mendelson                 ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130403   ,0.0
30 ,130403      ,2019-03-22 23:59:59,D9485    ,"HySG,  LLC",UNIT# D9485,221 E. BOLIVAR DRIVE,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-Michael Mendelson              ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130403   ,0.0
31 ,130403      ,2019-03-22 23:59:59,D9485    ,"HySG,  LLC",UNIT# D9485,221 E. BOLIVAR DRIVE,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-CLINK  ,5E-SAT EQUIPMENT-C LINK                      ,                      ,                          ,0.0             ,25.0    ,-25.0        ,130403   ,0.0
32 ,130403      ,2019-03-22 23:59:59,D9485    ,"HySG,  LLC",UNIT# D9485,221 E. BOLIVAR DRIVE,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-INSLIAB,10E-TRUCK INS&LIAB-D9485                     ,                      ,                          ,0.0             ,179.64  ,-179.64      ,130403   ,0.0
33 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-07 11:06:03,     ,275956        ,29623704.0 ,OO-FUEL   ,1X-29623704                                  ,                      ,                          ,0.0             ,1315.59 ,-1315.59     ,130400   ,0.0
34 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-05 08:17:28,     ,275358        ,29635035.0 ,OO-FUEL   ,1X-29635035                                  ,                      ,                          ,0.0             ,1161.31 ,-1161.31     ,130400   ,0.0
35 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-BONUS  ,R7-FEDEX FLEET GROWTH BONUS-FEB19-D9480      ,                      ,                          ,0.0             ,-811.04 ,811.04       ,130400   ,0.0
36 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-FUELTAX,9E-FUEL TAXES-FEB 2019                       ,                      ,                          ,0.0             ,65.83   ,-65.83       ,130400   ,0.0
37 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-CLINK  ,5E-SAT EQUIPMENT-C LINK                      ,                      ,                          ,0.0             ,25.0    ,-25.0        ,130400   ,0.0
38 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-Rhonda Stewart                 ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130400   ,0.0
39 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-Timothy Stewart                ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130400   ,0.0
40 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-EFLOAN ,6E-LOAN-D9480                                ,                      ,                          ,0.0             ,1093.84 ,-1093.84     ,130400   ,0.0
41 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-INSLIAB,10E-TRUCK INS&LIAB-D9480                     ,                      ,                          ,0.0             ,184.35  ,-184.35      ,130400   ,0.0
42 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-MGTFEE ,13E-PROGRAM FEE                              ,                      ,                          ,0.0             ,12.5    ,-12.5        ,130400   ,0.0
43 ,130400      ,2019-03-22 23:59:59,D9480    ,"HySG,  LLC",UNIT# D9480,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-13 08:39:48,     ,277260        ,29636547.0 ,OO-FUEL   ,1X-29636547                                  ,                      ,                          ,0.0             ,1494.5  ,-1494.5      ,130400   ,0.0
44 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-MGTFEE ,13E-PROGRAM FEE                              ,                      ,                          ,0.0             ,12.5    ,-12.5        ,130775   ,0.0
45 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-18 11:54:33,     ,278494        ,190399660.0,OO-FUEL   ,1X-190399660                                 ,                      ,                          ,0.0             ,1830.4  ,-1830.4      ,130775   ,0.0
46 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-INSLIAB,10E-TRUCK INS&LIAB-33361                     ,                      ,                          ,0.0             ,159.13  ,-159.13      ,130775   ,0.0
47 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-SATELLI,5E-QC MESSAGING PLAN F                       ,                      ,                          ,0.0             ,15.0    ,-15.0        ,130775   ,0.0
48 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-PANNTL ,10E-PANTHER NTL                              ,                      ,                          ,0.0             ,15.4    ,-15.4        ,130775   ,0.0
49 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-LLPROG ,2E-PANTHER LIMITED LIABILITY PROGRAM         ,                      ,                          ,0.0             ,7.5     ,-7.5         ,130775   ,0.0
50 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-SETOIC ,14E-OO-PANTHER OIC-D. BURGESS                ,                      ,                          ,0.0             ,25.83   ,-25.83       ,130775   ,0.0
51 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-DOC    ,R7-PANTHER'S DIRECT OWNER COMPENSATION       ,                      ,                          ,0.0             ,-56.32  ,56.32        ,130775   ,0.0
52 ,130775      ,2019-03-22 23:59:59,33361    ,"HySG,  LLC",UNIT# 33361,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-K. SCHMIDT                     ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130775   ,0.0
53 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-INSLIAB,10E-TRUCK INS&LIAB-D9447                     ,                      ,                          ,0.0             ,207.58  ,-207.58      ,130389   ,0.0
54 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-DATALOG,5E-DATA LOGGER                               ,                      ,                          ,0.0             ,16.0    ,-16.0        ,130389   ,0.0
55 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-Kelly MacDonald                ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130389   ,0.0
56 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-James MacDonald                ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130389   ,0.0
57 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-BONUS  ,R7-FEDEX FLEET GROWTH BONUS-FEB19-D9447      ,                      ,                          ,0.0             ,-845.12 ,845.12       ,130389   ,0.0
58 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-BONUS  ,R7-FEDEX SAFE SERV BONUS-FEB19-D9447         ,                      ,                          ,0.0             ,-750.0  ,750.0        ,130389   ,0.0
59 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-FUELTAX,9E-FUEL TAXES-FEB 2019                       ,                      ,                          ,0.0             ,135.31  ,-135.31      ,130389   ,0.0
60 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-MGTFEE ,13E-PROGRAM FEE                              ,                      ,                          ,0.0             ,12.5    ,-12.5        ,130389   ,0.0
61 ,130389      ,2019-03-22 23:59:59,D9447    ,"HySG,  LLC",UNIT# D9447,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-CLINK  ,5E-SAT EQUIPMENT-C LINK                      ,                      ,                          ,0.0             ,25.0    ,-25.0        ,130389   ,0.0
62 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-FUELTAX,9E-FUEL TAXES-FEB 2019                       ,                      ,                          ,0.0             ,140.48  ,-140.48      ,130391   ,0.0
63 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-MGTFEE ,13E-PROGRAM FEE                              ,                      ,                          ,0.0             ,12.5    ,-12.5        ,130391   ,0.0
64 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-07 07:03:08,     ,275862        ,29638424.0 ,OO-FUEL   ,1X-29638424                                  ,                      ,                          ,0.0             ,1950.0  ,-1950.0      ,130391   ,0.0
65 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-DATALOG,5E-DATA LOGGER                               ,                      ,                          ,0.0             ,16.0    ,-16.0        ,130391   ,0.0
66 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-INSLIAB,10E-TRUCK INS&LIAB-D9452                     ,                      ,                          ,0.0             ,134.76  ,-134.76      ,130391   ,0.0
67 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-CLINK  ,5E-SAT EQUIPMENT-C LINK                      ,                      ,                          ,0.0             ,25.0    ,-25.0        ,130391   ,0.0
68 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-Heather Owens                  ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130391   ,0.0
69 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-OCCUP  ,14E-OCCUP INS-Harrel Owens                   ,                      ,                          ,0.0             ,25.25   ,-25.25       ,130391   ,0.0
70 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-22 00:00:00,     ,0             ,           ,OO-LOAN   ,6E-LOAN PAYMENT-D9452                        ,                      ,                          ,0.0             ,927.37  ,-927.37      ,130391   ,0.0
71 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-13 06:42:49,     ,277206        ,29639374.0 ,OO-FUEL   ,1X-29639374                                  ,                      ,                          ,0.0             ,760.0   ,-760.0       ,130391   ,0.0
72 ,130391      ,2019-03-22 23:59:59,D9452    ,"HySG,  LLC",UNIT# D9452,221 E. BOLIVAR DR.  ,BATON ROUGE,LA      ,70819      ,X        ,USD          ,2019-03-12 06:37:23,     ,276952        ,29641553.0 ,OO-FUEL   ,1X-29641553                                  ,                      ,                          ,0.0             ,795.0   ,-795.0       ,130391   ,0.0
